row_id	row_cor	gene	peak	zscore	pvalue
Mctp2 | chr7-72269828-72270708	0.999310255707007	Mctp2	chr7-72269828-72270708	5.51534390316814	1.74049294983302e-08
Fat4 | chr3-39219777-39220562	0.99930853874495	Fat4	chr3-39219777-39220562	135.063309041189	0
Fasl | chr1-161788070-161788942	0.999275462353802	Fasl	chr1-161788070-161788942	17.7361076839234	1.1035182379724e-70
Prf1 | chr10-61297171-61297937	0.999269878350562	Prf1	chr10-61297171-61297937	10.6148661735567	1.27079184216558e-26
Il12rb2 | chr6-67399251-67400146	0.999261419020872	Il12rb2	chr6-67399251-67400146	5.33232756642858	4.84809134843709e-08
Nkg7 | chr7-43436280-43437232	0.999190514569236	Nkg7	chr7-43436280-43437232	8.19265772561423	1.2776002408466e-16
Klra8 | chr6-129680008-129680963	0.999183578368995	Klra8	chr6-129680008-129680963	12.4195553225236	1.02348035538916e-35
Prf1 | chr10-61280780-61281712	0.999179365019613	Prf1	chr10-61280780-61281712	5.23957695847847	8.04725591859148e-08
Ifng | chr10-118418798-118419667	0.999154563124703	Ifng	chr10-118418798-118419667	13.3231440613379	8.49015602962289e-41
Itga2 | chr13-114915804-114916538	0.999069556399261	Itga2	chr13-114915804-114916538	6.29943010726311	1.49370984311801e-10
Klri2 | chr6-129680008-129680963	0.999064806777126	Klri2	chr6-129680008-129680963	6.64148092606061	1.55273472658584e-11
Klrc1 | chr6-129680008-129680963	0.999046926455784	Klrc1	chr6-129680008-129680963	3.82780829066064	6.46446967199064e-05
Klra4 | chr6-129680008-129680963	0.998954912040048	Klra4	chr6-129680008-129680963	9.51971881886168	8.68241352569302e-22
Tnfrsf9 | chr4-150927538-150928368	0.998949269536548	Tnfrsf9	chr4-150927538-150928368	9.8548290144378	3.26638959957411e-23
Gzmb | chr14-56296560-56297479	0.998902564753575	Gzmb	chr14-56296560-56297479	4.94575013622626	3.79256006629202e-07
Klre1 | chr6-129680008-129680963	0.99873640829806	Klre1	chr6-129680008-129680963	9.56582710671349	5.56539290719718e-22
Icos | chr1-60908527-60909433	0.9987357908554	Icos	chr1-60908527-60909433	6.07791184343913	6.08788287453755e-10
Stat4 | chr1-51593553-51594616	0.998723743971778	Stat4	chr1-51593553-51594616	5.80732910326414	3.17386443496517e-09
BE692007 | chr19-11361674-11362514	0.998705632450769	BE692007	chr19-11361674-11362514	5.99887064181887	9.93472792628901e-10
Runx3 | chr4-135120018-135120854	0.998658078575752	Runx3	chr4-135120018-135120854	10.6434996850026	9.34859730260153e-27
Prf1 | chr10-61305685-61306631	0.998623773108712	Prf1	chr10-61305685-61306631	6.30352258427152	1.45477896360833e-10
Gimap5 | chr6-48732648-48733544	0.998622755109692	Gimap5	chr6-48732648-48733544	8.5524317042041	6.02610176404495e-18
Gimap3 | chr6-48768342-48769173	0.998543959917559	Gimap3	chr6-48768342-48769173	8.75342025390206	1.03491079703837e-18
Skap1 | chr11-96666651-96667588	0.998534953041815	Skap1	chr11-96666651-96667588	7.09655833035891	6.39509891593337e-13
Slco1a4 | chr6-141523963-141524871	0.998525737674455	Slco1a4	chr6-141523963-141524871	15.5107832278152	1.46639737948714e-54
Gimap4 | chr6-48768342-48769173	0.998501157253132	Gimap4	chr6-48768342-48769173	3.61488208558433	0.000150242176895203
Slco1c1 | chr6-141523963-141524871	0.998448080166808	Slco1c1	chr6-141523963-141524871	14.950496292586	7.72963822258339e-51
Cd28 | chr1-60908527-60909433	0.998384755819244	Cd28	chr1-60908527-60909433	5.85701721000639	2.3562715411839e-09
Prf1 | chr10-61261246-61262096	0.998245793686577	Prf1	chr10-61261246-61262096	9.46589370890008	1.45530648564212e-21
Satb1 | chr17-52162456-52163311	0.998224122283146	Satb1	chr17-52162456-52163311	6.58604115705598	2.2585432869275e-11
Klri2 | chr6-129747129-129747981	0.997934079034634	Klri2	chr6-129747129-129747981	7.6811734046796	7.88189625285706e-15
Klrb1c | chr6-128790491-128791291	0.997903417188961	Klrb1c	chr6-128790491-128791291	5.61149222241352	1.00294652741719e-08
Klrd1 | chr6-129747129-129747981	0.997871160736301	Klrd1	chr6-129747129-129747981	7.85580584816161	1.9860497808532e-15
Il18rap | chr1-40393266-40393805	0.997773669469902	Il18rap	chr1-40393266-40393805	4.54761421702936	2.71287378586427e-06
Il2rb | chr15-78494731-78495631	0.99773582254994	Il2rb	chr15-78494731-78495631	10.1060901789081	2.59574561278792e-24
BE692007 | chr19-11355482-11356391	0.997655015500434	BE692007	chr19-11355482-11356391	5.58389840177053	1.17593065097849e-08
Gzma | chr13-113087246-113088156	0.997578305369835	Gzma	chr13-113087246-113088156	5.53313310957171	1.5728028332385e-08
Klrc1 | chr6-129747129-129747981	0.997567482772004	Klrc1	chr6-129747129-129747981	13.4235904103592	2.1993728349697e-41
Dzip1 | chr14-119316455-119317376	0.99747345331769	Dzip1	chr14-119316455-119317376	10.0285946326137	5.70647128083076e-24
Tbx18 | chr9-87740341-87741274	0.997439890362661	Tbx18	chr9-87740341-87741274	10.188272709442	1.11851715966065e-24
Eomes | chr9-118415960-118416840	0.997354659540962	Eomes	chr9-118415960-118416840	9.59221328384101	4.31076890536603e-22
Gpr171 | chr3-59113833-59114691	0.997326786634092	Gpr171	chr3-59113833-59114691	7.37417898940641	8.26804516793307e-14
Ms4a4b | chr19-11355482-11356391	0.997308320031613	Ms4a4b	chr19-11355482-11356391	5.6902412780674	6.34299948972116e-09
Klra7 | chr6-129747129-129747981	0.997296567833723	Klra7	chr6-129747129-129747981	11.8318050232366	1.33665221850234e-32
Rasgrp1 | chr2-117341951-117342749	0.99725020054127	Rasgrp1	chr2-117341951-117342749	8.06483816844141	3.66664715367301e-16
Klra8 | chr6-129747129-129747981	0.997248471249853	Klra8	chr6-129747129-129747981	10.4186154968086	1.01949842622908e-25
Klra4 | chr6-129747129-129747981	0.997186764649139	Klra4	chr6-129747129-129747981	14.0127540793388	6.51270443342292e-45
Ltb | chr17-35230707-35231391	0.997074478911406	Ltb	chr17-35230707-35231391	5.40179126803671	3.29893492900154e-08
Klre1 | chr6-129747129-129747981	0.996943109881321	Klre1	chr6-129747129-129747981	13.4034890950075	2.88430626483509e-41
Tespa1 | chr10-130322375-130323307	0.996868977367588	Tespa1	chr10-130322375-130323307	7.28300620880561	1.63231098416201e-13
Gzmk | chr13-113087246-113088156	0.996815355319149	Gzmk	chr13-113087246-113088156	7.38940661524445	7.37427532038674e-14
Klrc2 | chr6-129680008-129680963	0.996733595185483	Klrc2	chr6-129680008-129680963	11.6100509817173	1.83198541723425e-31
Ctla4 | chr1-60908527-60909433	0.996718226013654	Ctla4	chr1-60908527-60909433	7.75742583086975	4.33352670204238e-15
Cd3g | chr9-44532992-44533794	0.996685354379875	Cd3g	chr9-44532992-44533794	7.6746465929475	8.29376648088398e-15
Ms4a4b | chr19-11361674-11362514	0.996536033254341	Ms4a4b	chr19-11361674-11362514	9.29676073439739	7.2394788335788e-21
Cd6 | chr19-10747379-10748170	0.996509984153368	Cd6	chr19-10747379-10748170	5.70115880416457	5.94978573762117e-09
Lax1 | chr1-134110885-134111680	0.996381319198146	Lax1	chr1-134110885-134111680	7.94589489242389	9.63969237102127e-16
Ifng | chr10-118549991-118550884	0.996359110995653	Ifng	chr10-118549991-118550884	5.39494880579988	3.42715463242992e-08
Prkcq | chr2-11169472-11170329	0.995949337566475	Prkcq	chr2-11169472-11170329	6.00107311626066	9.80088463189162e-10
Il18r1 | chr1-40465281-40466118	0.995948639879574	Il18r1	chr1-40465281-40466118	4.53358080737811	2.89960327653953e-06
Cd69 | chr6-129273418-129274272	0.99587935793458	Cd69	chr6-129273418-129274272	11.2044018131154	1.9398283696928e-29
AW112010 | chr19-11411550-11412421	0.995807161235656	AW112010	chr19-11411550-11412421	3.62028376662193	0.000147140048251164
Atp8b4 | chr2-126491331-126492163	0.995769143070127	Atp8b4	chr2-126491331-126492163	3.48282913820089	0.000248072455863531
Mctp2 | chr7-72260956-72261886	0.995687554802975	Mctp2	chr7-72260956-72261886	6.9140613414943	2.3548568071088e-12
Cd28 | chr1-60745632-60746524	0.995675188148989	Cd28	chr1-60745632-60746524	7.17213766543872	3.69178183359766e-13
Itk | chr11-46326302-46327195	0.995505865102906	Itk	chr11-46326302-46327195	4.60629641748821	2.04951988945503e-06
Ms4a4b | chr19-11483911-11484847	0.995470486725115	Ms4a4b	chr19-11483911-11484847	6.89084313769134	2.77313351776792e-12
Lck | chr4-129793592-129794434	0.995411321302056	Lck	chr4-129793592-129794434	3.77776553094723	7.91208756393062e-05
Tek | chr4-94746131-94746936	0.995276398473373	Tek	chr4-94746131-94746936	19.5847775112061	1.04257783184514e-85
Tmem163 | chr1-127625430-127626351	0.99508963659067	Tmem163	chr1-127625430-127626351	6.92484038421175	2.18233680969143e-12
Gimap3 | chr6-48732648-48733544	0.995069242779216	Gimap3	chr6-48732648-48733544	6.98323549168487	1.44229140947669e-12
Cd3e | chr9-45009079-45010018	0.994988814271812	Cd3e	chr9-45009079-45010018	4.7127635528976	1.22189851236178e-06
Ccdc88c | chr12-100895096-100895818	0.99488269465931	Ccdc88c	chr12-100895096-100895818	3.69004698533542	0.000112106318075428
Ifng | chr10-118468643-118469539	0.994860547523267	Ifng	chr10-118468643-118469539	4.27479730129988	9.56556330324562e-06
Gimap4 | chr6-48732648-48733544	0.994783369710532	Gimap4	chr6-48732648-48733544	8.5831424141524	4.61579752721221e-18
Runx2 | chr17-44654302-44655203	0.99477472009603	Runx2	chr17-44654302-44655203	5.65787676435226	7.66285562244496e-09
Stat4 | chr1-52076159-52077020	0.994733655970036	Stat4	chr1-52076159-52077020	6.68265901058378	1.17322565940499e-11
Prkcq | chr2-11642148-11643028	0.994701390767935	Prkcq	chr2-11642148-11643028	5.73422302437575	4.89801811769413e-09
Ctla4 | chr1-61049953-61050857	0.994568673598315	Ctla4	chr1-61049953-61050857	6.14209745160655	4.07194328856336e-10
Gpr68 | chr12-100895096-100895818	0.994474128385989	Gpr68	chr12-100895096-100895818	9.04868205326314	7.23521276463429e-20
AW112010 | chr19-11361674-11362514	0.994377373427928	AW112010	chr19-11361674-11362514	7.67141636595179	8.50536895525636e-15
Ikzf3 | chr11-98526510-98527304	0.994262618940643	Ikzf3	chr11-98526510-98527304	3.72885364831026	9.61764099727786e-05
Klra4 | chr6-129745829-129746647	0.994253782189123	Klra4	chr6-129745829-129746647	5.83768627083613	2.6465352149665e-09
Klra8 | chr6-129745829-129746647	0.994145073698612	Klra8	chr6-129745829-129746647	4.0396192018773	2.67690265920536e-05
Gimap8 | chr6-48646821-48647639	0.994105182006202	Gimap8	chr6-48646821-48647639	4.96749269695076	3.39120558716366e-07
Pdgfd | chr9-6168151-6169014	0.99410175569263	Pdgfd	chr9-6168151-6169014	20.6618995514602	3.81514446048124e-95
Tnfrsf9 | chr4-150924031-150924857	0.994042404818689	Tnfrsf9	chr4-150924031-150924857	14.9546796155863	7.25893577502937e-51
Il2rb | chr15-78449814-78450737	0.994001535029576	Il2rb	chr15-78449814-78450737	7.56738414604675	1.90407266600948e-14
Ms4a4b | chr19-11411550-11412421	0.993881426901714	Ms4a4b	chr19-11411550-11412421	8.19323697892015	1.27146398160654e-16
Klrc2 | chr6-129747129-129747981	0.993843096807868	Klrc2	chr6-129747129-129747981	6.21447284540584	2.57486191423055e-10
Ifng | chr10-118507379-118508300	0.99365880843692	Ifng	chr10-118507379-118508300	3.25871731288645	0.000559585624921304
Podxl | chr6-31642231-31643197	0.993450134816444	Podxl	chr6-31642231-31643197	18.6170411136578	1.16889828209072e-77
Themis | chr10-28667929-28668889	0.993435296068813	Themis	chr10-28667929-28668889	5.60572900497345	1.0369011075993e-08
Ikzf3 | chr11-98457400-98458323	0.993245204126743	Ikzf3	chr11-98457400-98458323	6.78931225021479	5.63346749642621e-12
Klrd1 | chr6-129273418-129274272	0.993187920307114	Klrd1	chr6-129273418-129274272	5.89437282942713	1.88053559484371e-09
Ptpn22 | chr3-103867599-103868470	0.992979690938536	Ptpn22	chr3-103867599-103868470	7.13190148429633	4.94958600451641e-13
Tmem163 | chr1-127677252-127678159	0.99283842305485	Tmem163	chr1-127677252-127678159	3.26058851374123	0.000555906297441266
Klri2 | chr6-129745829-129746647	0.992780758219605	Klri2	chr6-129745829-129746647	7.25668053439557	1.98352571436321e-13
Dusp2 | chr2-127314263-127315169	0.992665119693595	Dusp2	chr2-127314263-127315169	10.5562238665563	2.37701645302171e-26
Mecom | chr3-30929591-30930412	0.992647056785231	Mecom	chr3-30929591-30930412	24.8488618951644	1.33008174375009e-136
Spn | chr7-127284953-127285665	0.992586034717296	Spn	chr7-127284953-127285665	3.91602428299889	4.50105924357764e-05
Hopx | chr5-77252079-77252868	0.992343414697165	Hopx	chr5-77252079-77252868	8.85833644266234	4.06086434899087e-19
Runx2 | chr17-44569008-44569910	0.992307644468349	Runx2	chr17-44569008-44569910	5.95337836122089	1.31331547560092e-09
Gimap4 | chr6-48646821-48647639	0.992178951586813	Gimap4	chr6-48646821-48647639	5.93440827716419	1.47453570503587e-09
Bhlhe40 | chr6-108660067-108660901	0.992139468143133	Bhlhe40	chr6-108660067-108660901	10.0672198354899	3.85637225691003e-24
Mbnl3 | chrX-50874107-50875052	0.99191233508127	Mbnl3	chrX-50874107-50875052	5.65620957490398	7.73762447781659e-09
Cd3g | chr9-45009079-45010018	0.991883254312433	Cd3g	chr9-45009079-45010018	5.72558397897253	5.15392696372188e-09
Traf1 | chr2-34957889-34958654	0.991583191142996	Traf1	chr2-34957889-34958654	8.64437328941223	2.70507071121255e-18
Cytip | chr2-58134981-58135913	0.991545837229459	Cytip	chr2-58134981-58135913	6.1771796787282	3.26283966700083e-10
Tek | chr4-94829729-94830587	0.991301964376792	Tek	chr4-94829729-94830587	8.22500251781127	9.75933784143958e-17
Nlrc3 | chr16-3976007-3976939	0.991262427668346	Nlrc3	chr16-3976007-3976939	4.01497433475678	2.97261319598371e-05
Bcl11b | chr12-108003614-108004589	0.991258122164728	Bcl11b	chr12-108003614-108004589	9.77825066044172	6.98012366840336e-23
Fhl2 | chr1-43163473-43164299	0.990882257126203	Fhl2	chr1-43163473-43164299	4.55592654382013	2.60775809479512e-06
Klri2 | chr6-129273418-129274272	0.990617418482294	Klri2	chr6-129273418-129274272	4.80929252253701	7.57327081148809e-07
Il2rb | chr15-78515736-78516506	0.990512038792705	Il2rb	chr15-78515736-78516506	3.71303019433541	0.000102396221643627
S100a4 | chr3-90589245-90590001	0.990307799427323	S100a4	chr3-90589245-90590001	5.47302571718006	2.2120793946489e-08
Klrc1 | chr6-129678272-129679128	0.99010501793441	Klrc1	chr6-129678272-129679128	4.61828331076499	1.93463871538316e-06
Gimap5 | chr6-48727587-48728414	0.990043455153733	Gimap5	chr6-48727587-48728414	3.5808082459968	0.000171266488757616
Gpr171 | chr3-59080653-59081555	0.990011257146537	Gpr171	chr3-59080653-59081555	4.92871770164762	4.13855347317836e-07
Lax1 | chr1-133705240-133706003	0.989995939161013	Lax1	chr1-133705240-133706003	5.1068626841413	1.63775798008567e-07
Traf3ip2 | chr10-39478863-39479707	0.989982636052528	Traf3ip2	chr10-39478863-39479707	11.4529027688983	1.13700372292472e-30
Ctsw | chr19-5815710-5816572	0.989737452303503	Ctsw	chr19-5815710-5816572	7.61994670253608	1.26890240277702e-14
Klrc2 | chr6-129745829-129746647	0.989655490978094	Klrc2	chr6-129745829-129746647	4.85372451843684	6.05820108200358e-07
Gimap8 | chr6-48768342-48769173	0.989645319099449	Gimap8	chr6-48768342-48769173	4.73591645421601	1.09033706604332e-06
Pdcd1lg2 | chr19-29399777-29400178	0.989457566898461	Pdcd1lg2	chr19-29399777-29400178	6.61874610975674	1.81129202790251e-11
Fasl | chr1-161766748-161767655	0.989373795090049	Fasl	chr1-161766748-161767655	5.07191820760587	1.96912831435537e-07
Tbx21 | chr11-97143453-97144165	0.989366045330462	Tbx21	chr11-97143453-97144165	6.54012239666813	3.07342531839239e-11
Grap2 | chr15-80638781-80639716	0.98918904709622	Grap2	chr15-80638781-80639716	10.3356038330554	2.43169691128831e-25
Icos | chr1-60745632-60746524	0.98877556756631	Icos	chr1-60745632-60746524	4.92663137821349	4.18296844203401e-07
Ccr2 | chr9-124146036-124146935	0.988679783011723	Ccr2	chr9-124146036-124146935	7.70106639386375	6.74676762530201e-15
Grap2 | chr15-80572036-80572940	0.988561948203402	Grap2	chr15-80572036-80572940	6.14621262879643	3.96774458973815e-10
Ctla4 | chr1-60745632-60746524	0.987880185467782	Ctla4	chr1-60745632-60746524	6.62325815616503	1.75683292552811e-11
BE692007 | chr19-11413485-11414563	0.987811637231376	BE692007	chr19-11413485-11414563	5.63745828811159	8.62891943489229e-09
Cd226 | chr18-89245229-89246105	0.98739382115819	Cd226	chr18-89245229-89246105	9.12615056289701	3.5489127114333e-20
BE692007 | chr19-11483911-11484847	0.98725528584079	BE692007	chr19-11483911-11484847	3.26237194755283	0.000552420377471845
Car2 | chr3-14886082-14886977	0.987150834126865	Car2	chr3-14886082-14886977	15.2120700623581	1.47047230769136e-52
Sidt1 | chr16-44018038-44018775	0.98711611355672	Sidt1	chr16-44018038-44018775	3.58571043255546	0.000168080902957557
Klrk1 | chr6-129273418-129274272	0.986740306354357	Klrk1	chr6-129273418-129274272	3.39354953193219	0.000344965401164546
Itga2 | chr13-114845572-114846496	0.986371716071036	Itga2	chr13-114845572-114846496	3.62207504698319	0.000146124652065668
Il18r1 | chr1-40393266-40393805	0.98635440719626	Il18r1	chr1-40393266-40393805	6.39068035723704	8.25746420553948e-11
Ms4a4b | chr19-11511001-11511802	0.986178647357923	Ms4a4b	chr19-11511001-11511802	8.68266028338195	1.93308911078207e-18
Zic4 | chr9-91381243-91382142	0.986045289195495	Zic4	chr9-91381243-91382142	6.10241376716924	5.22392404850799e-10
Gpr68 | chr12-100887589-100888509	0.985995546170038	Gpr68	chr12-100887589-100888509	9.3901483250796	2.99579109042656e-21
Ccr2 | chr9-124068143-124069035	0.985974917570318	Ccr2	chr9-124068143-124069035	5.11900565447425	1.53575376880744e-07
Ccl5 | chr11-83530119-83531025	0.985894406431502	Ccl5	chr11-83530119-83531025	5.93807075756394	1.44197789566851e-09
Itk | chr11-46396017-46396881	0.9858896807725	Itk	chr11-46396017-46396881	5.15383259058574	1.27607900964608e-07
Ccdc88c | chr12-100887589-100888509	0.985392349166124	Ccdc88c	chr12-100887589-100888509	4.02077778020758	2.90031523254679e-05
Prickle2 | chr6-92924026-92924895	0.98528735590519	Prickle2	chr6-92924026-92924895	6.64830109443538	1.48247652728368e-11
Grap2 | chr15-80598988-80599901	0.984876258187301	Grap2	chr15-80598988-80599901	9.17007313965827	2.3634910508737e-20
Tox | chr4-6681613-6682401	0.984800581809718	Tox	chr4-6681613-6682401	10.802888775097	1.66770744454884e-27
Grap2 | chr15-80697425-80698274	0.984717792381326	Grap2	chr15-80697425-80698274	4.35089309764399	6.77920737742157e-06
Lat | chr7-126368978-126369972	0.984520174449601	Lat	chr7-126368978-126369972	6.94874025892487	1.84281201593135e-12
Cd69 | chr6-128808381-128809201	0.984050685840623	Cd69	chr6-128808381-128809201	4.14633100687299	1.6892266133154e-05
Satb1 | chr17-52168038-52168905	0.983966272493285	Satb1	chr17-52168038-52168905	3.9205553422168	4.4172571980256e-05
Cx3cr1 | chr9-120067937-120068797	0.983878281947793	Cx3cr1	chr9-120067937-120068797	3.61163049829981	0.000152138951397898
Itga2 | chr13-114931476-114932471	0.98368796360189	Itga2	chr13-114931476-114932471	7.25859103252719	1.95571556715424e-13
Prkcq | chr2-11186908-11187724	0.983657346098853	Prkcq	chr2-11186908-11187724	6.03245520706179	8.07435569396728e-10
Lax1 | chr1-133689645-133690544	0.982907944121385	Lax1	chr1-133689645-133690544	3.42204209974445	0.000310763445789929
Tbx21 | chr11-96987847-96988723	0.982905513735121	Tbx21	chr11-96987847-96988723	3.48822598912299	0.000243118458998714
Gimap8 | chr6-48727587-48728414	0.982753462343068	Gimap8	chr6-48727587-48728414	6.46650400277465	5.01480859149039e-11
Thsd4 | chr9-60264445-60265231	0.98233481156123	Thsd4	chr9-60264445-60265231	6.53209218354917	3.24286066159585e-11
Lama3 | chr18-12294719-12295498	0.982325269852282	Lama3	chr18-12294719-12295498	10.4138787791394	1.07153940627138e-25
Glipr2 | chr4-43936740-43937692	0.981993988870079	Glipr2	chr4-43936740-43937692	3.82577006615484	6.51819640366384e-05
Ttc39c | chr18-12640249-12641131	0.981920700900164	Ttc39c	chr18-12640249-12641131	13.0219526265992	4.58965877774627e-39
BE692007 | chr19-11511001-11511802	0.980884092632683	BE692007	chr19-11511001-11511802	5.77681547057776	3.80638485200762e-09
Themis | chr10-28593553-28594468	0.980837575385722	Themis	chr10-28593553-28594468	13.6954399562849	5.40517872783743e-43
Prss23 | chr7-89632463-89633360	0.980669278111374	Prss23	chr7-89632463-89633360	8.35762939356953	3.19955513349676e-17
Myb | chr10-21252783-21253303	0.980550014882809	Myb	chr10-21252783-21253303	3.25864771009683	0.000559722917675742
Cxcr6 | chr9-123872085-123873136	0.980391684972906	Cxcr6	chr9-123872085-123873136	8.10807815289801	2.57133288589804e-16
E2f2 | chr4-136569776-136570660	0.98027631708374	E2f2	chr4-136569776-136570660	5.00420455029042	2.80465851480348e-07
Cblb | chr16-51704857-51705757	0.980148902937886	Cblb	chr16-51704857-51705757	4.4454617345932	4.38516457122232e-06
Top2a | chr11-98601803-98602781	0.980085076293287	Top2a	chr11-98601803-98602781	3.87326957429125	5.3692467492591e-05
Colec12 | chr18-9707176-9708112	0.979898076761016	Colec12	chr18-9707176-9708112	5.58721630993488	1.15369125993245e-08
Il2rb | chr15-78527720-78528534	0.979766794987371	Il2rb	chr15-78527720-78528534	5.03795776466097	2.35262616251768e-07
AW112010 | chr19-11511001-11511802	0.979381739669244	AW112010	chr19-11511001-11511802	3.91063582363865	4.60267389250381e-05
Lmo7 | chr14-101816132-101817000	0.979365209382147	Lmo7	chr14-101816132-101817000	14.6737759031224	4.74564766672898e-49
Parva | chr7-112678990-112679802	0.979221934586058	Parva	chr7-112678990-112679802	15.0106272069683	3.12766978517355e-51
Il2rb | chr15-78481028-78481852	0.979030430978402	Il2rb	chr15-78481028-78481852	4.49960070026754	3.40406116556111e-06
Dok2 | chr14-70798430-70799291	0.978942385099844	Dok2	chr14-70798430-70799291	5.76036856067233	4.19652333032537e-09
Dusp2 | chr2-127000399-127001277	0.97876460226145	Dusp2	chr2-127000399-127001277	4.30361322005527	8.40174568994226e-06
Gimap4 | chr6-48705807-48706543	0.978502869871408	Gimap4	chr6-48705807-48706543	5.24210868177722	7.93759064458e-08
Cyfip2 | chr11-46326302-46327195	0.978487704901732	Cyfip2	chr11-46326302-46327195	6.78443157931265	5.82722256037028e-12
Mctp2 | chr7-72306163-72307011	0.978274638863264	Mctp2	chr7-72306163-72307011	3.74777818388566	8.92039599855934e-05
Il12rb2 | chr6-67347758-67348670	0.978112976401585	Il12rb2	chr6-67347758-67348670	10.5202422539062	3.48470791527335e-26
Gimap3 | chr6-48705807-48706543	0.977999519202213	Gimap3	chr6-48705807-48706543	9.0009621618051	1.11874030312785e-19
Cgnl1 | chr9-71667490-71668443	0.977921132097362	Cgnl1	chr9-71667490-71668443	15.4029926192591	7.81333938387889e-54
Klrk1 | chr6-129747129-129747981	0.977591515382608	Klrk1	chr6-129747129-129747981	9.48870218667292	1.16964228815459e-21
Csf1r | chr18-61108181-61109087	0.977502789858447	Csf1r	chr18-61108181-61109087	3.39664734463207	0.000341084099671096
Il2ra | chr2-11642148-11643028	0.977311291417326	Il2ra	chr2-11642148-11643028	5.77210622075945	3.91433686272513e-09
Timm50 | chr7-28508777-28509609	0.977106033071093	Timm50	chr7-28508777-28509609	5.23622033787762	8.19491383030584e-08
Aff3 | chr1-38664590-38665423	0.976924160567605	Aff3	chr1-38664590-38665423	9.08004004951229	5.42674541210521e-20
Itgal | chr7-127278044-127278977	0.976785861194632	Itgal	chr7-127278044-127278977	5.32720134930268	4.98687907446958e-08
Plxna2 | chr1-194651720-194652603	0.976753210880053	Plxna2	chr1-194651720-194652603	14.66952943038	5.0521681890484e-49
Rasgrp1 | chr2-117475355-117476210	0.976387790280502	Rasgrp1	chr2-117475355-117476210	6.56541461524116	2.59441397608677e-11
Samd3 | chr10-26520841-26521625	0.976249377821326	Samd3	chr10-26520841-26521625	3.90730917320399	4.66648494691582e-05
Scml4 | chr10-42832598-42833421	0.975799351130414	Scml4	chr10-42832598-42833421	3.35081913068145	0.000402864548783846
Map2 | chr1-66174828-66175722	0.975716041125257	Map2	chr1-66174828-66175722	7.87893532333748	1.65091168643904e-15
Serpinb9 | chr13-32993112-32994010	0.975427847403434	Serpinb9	chr13-32993112-32994010	5.48701766918631	2.043881297077e-08
Gimap5 | chr6-48718128-48719095	0.975325909815382	Gimap5	chr6-48718128-48719095	7.85997540519824	1.92104446047518e-15
Gimap8 | chr6-48732648-48733544	0.97512212637192	Gimap8	chr6-48732648-48733544	6.07836989976053	6.07052143977342e-10
Il2ra | chr2-11169472-11170329	0.974894139561695	Il2ra	chr2-11169472-11170329	6.22331206345582	2.43383908600377e-10
Bub1b | chr2-119024364-119025236	0.974822761507502	Bub1b	chr2-119024364-119025236	5.48833591205005	2.02868965025396e-08
Ly86 | chr13-37344937-37345754	0.974756266408302	Ly86	chr13-37344937-37345754	3.66289787326018	0.000124688990703713
Ly86 | chr13-37347672-37348603	0.974256509792496	Ly86	chr13-37347672-37348603	3.5947680837486	0.000162340334384284
Gramd3 | chr18-56446861-56447652	0.973782772524071	Gramd3	chr18-56446861-56447652	6.43937667397195	5.99825723083533e-11
Tox | chr4-7485272-7486154	0.973749411614433	Tox	chr4-7485272-7486154	3.62113828451647	0.000146654838927634
