"group","position","value","feature"
"Mock",-133,0.103448275862069,"IRF1"
"Mock",-132,0.120689655172414,"IRF1"
"Mock",-131,0.137931034482759,"IRF1"
"Mock",-130,0.120689655172414,"IRF1"
"Mock",-129,0.137931034482759,"IRF1"
"Mock",-128,0.112068965517241,"IRF1"
"Mock",-127,0.137931034482759,"IRF1"
"Mock",-126,0.163793103448276,"IRF1"
"Mock",-125,0.172413793103448,"IRF1"
"Mock",-124,0.137931034482759,"IRF1"
"Mock",-123,0.172413793103448,"IRF1"
"Mock",-122,0.181034482758621,"IRF1"
"Mock",-121,0.172413793103448,"IRF1"
"Mock",-120,0.181034482758621,"IRF1"
"Mock",-119,0.189655172413793,"IRF1"
"Mock",-118,0.232758620689655,"IRF1"
"Mock",-117,0.155172413793103,"IRF1"
"Mock",-116,0.163793103448276,"IRF1"
"Mock",-115,0.181034482758621,"IRF1"
"Mock",-114,0.137931034482759,"IRF1"
"Mock",-113,0.163793103448276,"IRF1"
"Mock",-112,0.21551724137931,"IRF1"
"Mock",-111,0.112068965517241,"IRF1"
"Mock",-110,0.0862068965517241,"IRF1"
"Mock",-109,0.129310344827586,"IRF1"
"Mock",-108,0.21551724137931,"IRF1"
"Mock",-107,0.129310344827586,"IRF1"
"Mock",-106,0.120689655172414,"IRF1"
"Mock",-105,0.232758620689655,"IRF1"
"Mock",-104,0.112068965517241,"IRF1"
"Mock",-103,0.155172413793103,"IRF1"
"Mock",-102,0.155172413793103,"IRF1"
"Mock",-101,0.163793103448276,"IRF1"
"Mock",-100,0.137931034482759,"IRF1"
"Mock",-99,0.146551724137931,"IRF1"
"Mock",-98,0.181034482758621,"IRF1"
"Mock",-97,0.206896551724138,"IRF1"
"Mock",-96,0.181034482758621,"IRF1"
"Mock",-95,0.181034482758621,"IRF1"
"Mock",-94,0.129310344827586,"IRF1"
"Mock",-93,0.224137931034483,"IRF1"
"Mock",-92,0.155172413793103,"IRF1"
"Mock",-91,0.25,"IRF1"
"Mock",-90,0.172413793103448,"IRF1"
"Mock",-89,0.21551724137931,"IRF1"
"Mock",-88,0.137931034482759,"IRF1"
"Mock",-87,0.21551724137931,"IRF1"
"Mock",-86,0.146551724137931,"IRF1"
"Mock",-85,0.129310344827586,"IRF1"
"Mock",-84,0.189655172413793,"IRF1"
"Mock",-83,0.189655172413793,"IRF1"
"Mock",-82,0.21551724137931,"IRF1"
"Mock",-81,0.224137931034483,"IRF1"
"Mock",-80,0.172413793103448,"IRF1"
"Mock",-79,0.163793103448276,"IRF1"
"Mock",-78,0.172413793103448,"IRF1"
"Mock",-77,0.25,"IRF1"
"Mock",-76,0.25,"IRF1"
"Mock",-75,0.21551724137931,"IRF1"
"Mock",-74,0.232758620689655,"IRF1"
"Mock",-73,0.112068965517241,"IRF1"
"Mock",-72,0.232758620689655,"IRF1"
"Mock",-71,0.172413793103448,"IRF1"
"Mock",-70,0.206896551724138,"IRF1"
"Mock",-69,0.181034482758621,"IRF1"
"Mock",-68,0.198275862068966,"IRF1"
"Mock",-67,0.189655172413793,"IRF1"
"Mock",-66,0.163793103448276,"IRF1"
"Mock",-65,0.172413793103448,"IRF1"
"Mock",-64,0.232758620689655,"IRF1"
"Mock",-63,0.163793103448276,"IRF1"
"Mock",-62,0.103448275862069,"IRF1"
"Mock",-61,0.181034482758621,"IRF1"
"Mock",-60,0.129310344827586,"IRF1"
"Mock",-59,0.146551724137931,"IRF1"
"Mock",-58,0.146551724137931,"IRF1"
"Mock",-57,0.0689655172413793,"IRF1"
"Mock",-56,0.120689655172414,"IRF1"
"Mock",-55,0.189655172413793,"IRF1"
"Mock",-54,0.198275862068966,"IRF1"
"Mock",-53,0.163793103448276,"IRF1"
"Mock",-52,0.224137931034483,"IRF1"
"Mock",-51,0.163793103448276,"IRF1"
"Mock",-50,0.146551724137931,"IRF1"
"Mock",-49,0.189655172413793,"IRF1"
"Mock",-48,0.172413793103448,"IRF1"
"Mock",-47,0.206896551724138,"IRF1"
"Mock",-46,0.206896551724138,"IRF1"
"Mock",-45,0.189655172413793,"IRF1"
"Mock",-44,0.112068965517241,"IRF1"
"Mock",-43,0.146551724137931,"IRF1"
"Mock",-42,0.163793103448276,"IRF1"
"Mock",-41,0.146551724137931,"IRF1"
"Mock",-40,0.120689655172414,"IRF1"
"Mock",-39,0.181034482758621,"IRF1"
"Mock",-38,0.172413793103448,"IRF1"
"Mock",-37,0.146551724137931,"IRF1"
"Mock",-36,0.155172413793103,"IRF1"
"Mock",-35,0.181034482758621,"IRF1"
"Mock",-34,0.155172413793103,"IRF1"
"Mock",-33,0.198275862068966,"IRF1"
"Mock",-32,0.155172413793103,"IRF1"
"Mock",-31,0.21551724137931,"IRF1"
"Mock",-30,0.198275862068966,"IRF1"
"Mock",-29,0.206896551724138,"IRF1"
"Mock",-28,0.189655172413793,"IRF1"
"Mock",-27,0.163793103448276,"IRF1"
"Mock",-26,0.206896551724138,"IRF1"
"Mock",-25,0.232758620689655,"IRF1"
"Mock",-24,0.21551724137931,"IRF1"
"Mock",-23,0.163793103448276,"IRF1"
"Mock",-22,0.155172413793103,"IRF1"
"Mock",-21,0.129310344827586,"IRF1"
"Mock",-20,0.163793103448276,"IRF1"
"Mock",-19,0.267241379310345,"IRF1"
"Mock",-18,0.163793103448276,"IRF1"
"Mock",-17,0.146551724137931,"IRF1"
"Mock",-16,0.206896551724138,"IRF1"
"Mock",-15,0.155172413793103,"IRF1"
"Mock",-14,0.120689655172414,"IRF1"
"Mock",-13,0.146551724137931,"IRF1"
"Mock",-12,0.0948275862068965,"IRF1"
"Mock",-11,0.103448275862069,"IRF1"
"Mock",-10,0.146551724137931,"IRF1"
"Mock",-9,0.0689655172413793,"IRF1"
"Mock",-8,0.0689655172413793,"IRF1"
"Mock",-7,0.0689655172413793,"IRF1"
"Mock",-6,0.0775862068965517,"IRF1"
"Mock",-5,0.0603448275862069,"IRF1"
"Mock",-4,0.0775862068965517,"IRF1"
"Mock",-3,0.0775862068965517,"IRF1"
"Mock",-2,0.0258620689655172,"IRF1"
"Mock",-1,0.0431034482758621,"IRF1"
"Mock",0,0.0172413793103448,"IRF1"
"Mock",1,0.103448275862069,"IRF1"
"Mock",2,0.0948275862068965,"IRF1"
"Mock",3,0.120689655172414,"IRF1"
"Mock",4,0.0344827586206897,"IRF1"
"Mock",5,0.0431034482758621,"IRF1"
"Mock",6,0.0431034482758621,"IRF1"
"Mock",7,0.0948275862068965,"IRF1"
"Mock",8,0.0948275862068965,"IRF1"
"Mock",9,0.163793103448276,"IRF1"
"Mock",10,0.0862068965517241,"IRF1"
"Mock",11,0.224137931034483,"IRF1"
"Mock",12,0.0862068965517241,"IRF1"
"Mock",13,0.103448275862069,"IRF1"
"Mock",14,0.0862068965517241,"IRF1"
"Mock",15,0.0775862068965517,"IRF1"
"Mock",16,0.181034482758621,"IRF1"
"Mock",17,0.181034482758621,"IRF1"
"Mock",18,0.146551724137931,"IRF1"
"Mock",19,0.103448275862069,"IRF1"
"Mock",20,0.103448275862069,"IRF1"
"Mock",21,0.112068965517241,"IRF1"
"Mock",22,0.172413793103448,"IRF1"
"Mock",23,0.181034482758621,"IRF1"
"Mock",24,0.120689655172414,"IRF1"
"Mock",25,0.25,"IRF1"
"Mock",26,0.146551724137931,"IRF1"
"Mock",27,0.155172413793103,"IRF1"
"Mock",28,0.21551724137931,"IRF1"
"Mock",29,0.241379310344828,"IRF1"
"Mock",30,0.137931034482759,"IRF1"
"Mock",31,0.28448275862069,"IRF1"
"Mock",32,0.275862068965517,"IRF1"
"Mock",33,0.21551724137931,"IRF1"
"Mock",34,0.189655172413793,"IRF1"
"Mock",35,0.232758620689655,"IRF1"
"Mock",36,0.198275862068966,"IRF1"
"Mock",37,0.206896551724138,"IRF1"
"Mock",38,0.224137931034483,"IRF1"
"Mock",39,0.21551724137931,"IRF1"
"Mock",40,0.232758620689655,"IRF1"
"Mock",41,0.120689655172414,"IRF1"
"Mock",42,0.198275862068966,"IRF1"
"Mock",43,0.146551724137931,"IRF1"
"Mock",44,0.0948275862068965,"IRF1"
"Mock",45,0.146551724137931,"IRF1"
"Mock",46,0.206896551724138,"IRF1"
"Mock",47,0.137931034482759,"IRF1"
"Mock",48,0.172413793103448,"IRF1"
"Mock",49,0.112068965517241,"IRF1"
"Mock",50,0.206896551724138,"IRF1"
"Mock",51,0.198275862068966,"IRF1"
"Mock",52,0.163793103448276,"IRF1"
"Mock",53,0.155172413793103,"IRF1"
"Mock",54,0.137931034482759,"IRF1"
"Mock",55,0.181034482758621,"IRF1"
"Mock",56,0.163793103448276,"IRF1"
"Mock",57,0.137931034482759,"IRF1"
"Mock",58,0.0948275862068965,"IRF1"
"Mock",59,0.21551724137931,"IRF1"
"Mock",60,0.198275862068966,"IRF1"
"Mock",61,0.189655172413793,"IRF1"
"Mock",62,0.155172413793103,"IRF1"
"Mock",63,0.181034482758621,"IRF1"
"Mock",64,0.137931034482759,"IRF1"
"Mock",65,0.120689655172414,"IRF1"
"Mock",66,0.112068965517241,"IRF1"
"Mock",67,0.129310344827586,"IRF1"
"Mock",68,0.0862068965517241,"IRF1"
"Mock",69,0.103448275862069,"IRF1"
"Mock",70,0.181034482758621,"IRF1"
"Mock",71,0.120689655172414,"IRF1"
"Mock",72,0.137931034482759,"IRF1"
"Mock",73,0.103448275862069,"IRF1"
"Mock",74,0.146551724137931,"IRF1"
"Mock",75,0.21551724137931,"IRF1"
"Mock",76,0.137931034482759,"IRF1"
"Mock",77,0.181034482758621,"IRF1"
"Mock",78,0.146551724137931,"IRF1"
"Mock",79,0.103448275862069,"IRF1"
"Mock",80,0.163793103448276,"IRF1"
"Mock",81,0.241379310344828,"IRF1"
"Mock",82,0.181034482758621,"IRF1"
"Mock",83,0.120689655172414,"IRF1"
"Mock",84,0.120689655172414,"IRF1"
"Mock",85,0.112068965517241,"IRF1"
"Mock",86,0.129310344827586,"IRF1"
"Mock",87,0.163793103448276,"IRF1"
"Mock",88,0.120689655172414,"IRF1"
"Mock",89,0.112068965517241,"IRF1"
"Mock",90,0.120689655172414,"IRF1"
"Mock",91,0.112068965517241,"IRF1"
"Mock",92,0.137931034482759,"IRF1"
"Mock",93,0.0689655172413793,"IRF1"
"Mock",94,0.146551724137931,"IRF1"
"Mock",95,0.112068965517241,"IRF1"
"Mock",96,0.0862068965517241,"IRF1"
"Mock",97,0.112068965517241,"IRF1"
"Mock",98,0.0689655172413793,"IRF1"
"Mock",99,0.103448275862069,"IRF1"
"Mock",100,0.155172413793103,"IRF1"
"Mock",101,0.0689655172413793,"IRF1"
"Mock",102,0.120689655172414,"IRF1"
"Mock",103,0.103448275862069,"IRF1"
"Mock",104,0.0603448275862069,"IRF1"
"Mock",105,0.172413793103448,"IRF1"
"Mock",106,0.103448275862069,"IRF1"
"Mock",107,0.0948275862068965,"IRF1"
"Mock",108,0.198275862068966,"IRF1"
"Mock",109,0.172413793103448,"IRF1"
"Mock",110,0.146551724137931,"IRF1"
"Mock",111,0.129310344827586,"IRF1"
"Mock",112,0.155172413793103,"IRF1"
"Mock",113,0.163793103448276,"IRF1"
"Mock",114,0.137931034482759,"IRF1"
"Mock",115,0.129310344827586,"IRF1"
"Mock",116,0.112068965517241,"IRF1"
"Mock",117,0.103448275862069,"IRF1"
"Mock",118,0.129310344827586,"IRF1"
"Mock",119,0.129310344827586,"IRF1"
"Mock",120,0.0431034482758621,"IRF1"
"Mock",121,0.120689655172414,"IRF1"
"Mock",122,0.0775862068965517,"IRF1"
"Mock",123,0.0948275862068965,"IRF1"
"Mock",124,0.103448275862069,"IRF1"
"Mock",125,0.0775862068965517,"IRF1"
"Mock",126,0.0775862068965517,"IRF1"
"Mock",127,0.0862068965517241,"IRF1"
"Mock",128,0.146551724137931,"IRF1"
"Mock",129,0.137931034482759,"IRF1"
"Mock",130,0.155172413793103,"IRF1"
"Mock",131,0.0862068965517241,"IRF1"
"Mock",132,0.0862068965517241,"IRF1"
"Mock",133,0.0775862068965517,"IRF1"
"Mock",134,0.112068965517241,"IRF1"
"Mock",135,0.129310344827586,"IRF1"
"Mock",136,0.0689655172413793,"IRF1"
"Mock",137,0.129310344827586,"IRF1"
"Mock",138,0.120689655172414,"IRF1"
"Mock",139,0.112068965517241,"IRF1"
"Mock",140,0.0603448275862069,"IRF1"
"Mock",141,0.137931034482759,"IRF1"
"Mock",142,0.0862068965517241,"IRF1"
"Mock",143,0.0948275862068965,"IRF1"
"Mock",144,0.163793103448276,"IRF1"
"Mock",145,0.0862068965517241,"IRF1"
"Mock",146,0.137931034482759,"IRF1"
"Mock",147,0.120689655172414,"IRF1"
"Mock",148,0.129310344827586,"IRF1"
"Mock",149,0.0948275862068965,"IRF1"
"Mock",150,0.163793103448276,"IRF1"
"Mock",151,0.155172413793103,"IRF1"
"Mock",152,0.137931034482759,"IRF1"
"Mock",153,0.120689655172414,"IRF1"
"Mock",154,0.146551724137931,"IRF1"
"Mock",155,0.172413793103448,"IRF1"
"Mock",156,0.137931034482759,"IRF1"
"Mock",157,0.172413793103448,"IRF1"
"Mock",158,0.146551724137931,"IRF1"
"Mock",159,0.163793103448276,"IRF1"
"Mock",160,0.163793103448276,"IRF1"
"Mock",161,0.0689655172413793,"IRF1"
"Mock",162,0.103448275862069,"IRF1"
"Mock",163,0.155172413793103,"IRF1"
"Mock",164,0.129310344827586,"IRF1"
"Mock",165,0.163793103448276,"IRF1"
"Mock",166,0.103448275862069,"IRF1"
"Mock",167,0.120689655172414,"IRF1"
"Mock",168,0.120689655172414,"IRF1"
"Mock",169,0.163793103448276,"IRF1"
"Mock",170,0.155172413793103,"IRF1"
"Mock",171,0.181034482758621,"IRF1"
"Mock",172,0.0775862068965517,"IRF1"
"Mock",173,0.129310344827586,"IRF1"
"Mock",174,0.146551724137931,"IRF1"
"Mock",175,0.112068965517241,"IRF1"
"Mock",176,0.103448275862069,"IRF1"
"Mock",177,0.0862068965517241,"IRF1"
"Mock",178,0.103448275862069,"IRF1"
"Mock",179,0.181034482758621,"IRF1"
"Mock",180,0.163793103448276,"IRF1"
"Mock",181,0.163793103448276,"IRF1"
"Mock",182,0.137931034482759,"IRF1"
"Mock",183,0.155172413793103,"IRF1"
"Mock",184,0.155172413793103,"IRF1"
"Mock",185,0.172413793103448,"IRF1"
"Mock",186,0.129310344827586,"IRF1"
"Mock",187,0.137931034482759,"IRF1"
"Mock",188,0.146551724137931,"IRF1"
"Mock",189,0.137931034482759,"IRF1"
"Mock",190,0.155172413793103,"IRF1"
"Mock",191,0.155172413793103,"IRF1"
"Mock",192,0.189655172413793,"IRF1"
"Mock",193,0.0948275862068965,"IRF1"
"Mock",194,0.137931034482759,"IRF1"
"Mock",195,0.129310344827586,"IRF1"
"Mock",196,0.112068965517241,"IRF1"
"Mock",197,0.155172413793103,"IRF1"
"Mock",198,0.163793103448276,"IRF1"
"Mock",199,0.112068965517241,"IRF1"
"Mock",200,0.112068965517241,"IRF1"
"Mock",201,0.137931034482759,"IRF1"
"Mock",202,0.103448275862069,"IRF1"
"Mock",203,0.120689655172414,"IRF1"
"Mock",204,0.198275862068966,"IRF1"
"Mock",205,0.0948275862068965,"IRF1"
"Mock",206,0.0948275862068965,"IRF1"
"Mock",207,0.112068965517241,"IRF1"
"Mock",208,0.0948275862068965,"IRF1"
"Mock",209,0.120689655172414,"IRF1"
"Mock",210,0.120689655172414,"IRF1"
"Mock",211,0.103448275862069,"IRF1"
"Mock",212,0.146551724137931,"IRF1"
"Mock",213,0.129310344827586,"IRF1"
"Mock",214,0.172413793103448,"IRF1"
"Mock",215,0.112068965517241,"IRF1"
"Mock",216,0.112068965517241,"IRF1"
"Mock",217,0.146551724137931,"IRF1"
"Mock",218,0.112068965517241,"IRF1"
"Mock",219,0.112068965517241,"IRF1"
"Mock",220,0.129310344827586,"IRF1"
"Mock",221,0.155172413793103,"IRF1"
"Mock",222,0.0603448275862069,"IRF1"
"Mock",223,0.129310344827586,"IRF1"
"Mock",224,0.112068965517241,"IRF1"
"Mock",225,0.137931034482759,"IRF1"
"Mock",226,0.120689655172414,"IRF1"
"Mock",227,0.146551724137931,"IRF1"
"Mock",228,0.0948275862068965,"IRF1"
"Mock",229,0.103448275862069,"IRF1"
"Mock",230,0.120689655172414,"IRF1"
"Mock",231,0.129310344827586,"IRF1"
"Mock",232,0.189655172413793,"IRF1"
"Mock",233,0.163793103448276,"IRF1"
"Mock",234,0.155172413793103,"IRF1"
"Mock",235,0.0948275862068965,"IRF1"
"Mock",236,0.224137931034483,"IRF1"
"Mock",237,0.163793103448276,"IRF1"
"Mock",238,0.103448275862069,"IRF1"
"Mock",239,0.137931034482759,"IRF1"
"Mock",240,0.146551724137931,"IRF1"
"Mock",241,0.0862068965517241,"IRF1"
"Mock",242,0.189655172413793,"IRF1"
"Mock",243,0.112068965517241,"IRF1"
"Mock",244,0.103448275862069,"IRF1"
"Mock",245,0.0948275862068965,"IRF1"
"Mock",246,0.155172413793103,"IRF1"
"Mock",247,0.112068965517241,"IRF1"
"Mock",248,0.129310344827586,"IRF1"
"Mock",249,0.0775862068965517,"IRF1"
"Mock",250,0.103448275862069,"IRF1"
"Mock",251,0.129310344827586,"IRF1"
"Mock",252,0.206896551724138,"IRF1"
"Mock",253,0.181034482758621,"IRF1"
"Mock",254,0.137931034482759,"IRF1"
"Mock",255,0.137931034482759,"IRF1"
"Mock",256,0.155172413793103,"IRF1"
"Mock",257,0.129310344827586,"IRF1"
"Mock",258,0.163793103448276,"IRF1"
"Mock",259,0.0862068965517241,"IRF1"
"Mock",260,0.0948275862068965,"IRF1"
"Mock",261,0.120689655172414,"IRF1"
"HSV1",-259,0.202072538860104,"IRF1"
"HSV1",-258,0.243523316062176,"IRF1"
"HSV1",-257,0.253886010362694,"IRF1"
"HSV1",-256,0.253886010362694,"IRF1"
"HSV1",-255,0.290155440414508,"IRF1"
"HSV1",-254,0.38860103626943,"IRF1"
"HSV1",-253,0.362694300518135,"IRF1"
"HSV1",-252,0.33160621761658,"IRF1"
"HSV1",-251,0.253886010362694,"IRF1"
"HSV1",-250,0.284974093264249,"IRF1"
"HSV1",-249,0.316062176165803,"IRF1"
"HSV1",-248,0.300518134715026,"IRF1"
"HSV1",-247,0.326424870466321,"IRF1"
"HSV1",-246,0.310880829015544,"IRF1"
"HSV1",-245,0.305699481865285,"IRF1"
"HSV1",-244,0.347150259067358,"IRF1"
"HSV1",-243,0.290155440414508,"IRF1"
"HSV1",-242,0.341968911917098,"IRF1"
"HSV1",-241,0.347150259067358,"IRF1"
"HSV1",-240,0.373056994818653,"IRF1"
"HSV1",-239,0.409326424870466,"IRF1"
"HSV1",-238,0.310880829015544,"IRF1"
"HSV1",-237,0.310880829015544,"IRF1"
"HSV1",-236,0.336787564766839,"IRF1"
"HSV1",-235,0.357512953367876,"IRF1"
"HSV1",-234,0.253886010362694,"IRF1"
"HSV1",-233,0.305699481865285,"IRF1"
"HSV1",-232,0.347150259067358,"IRF1"
"HSV1",-231,0.326424870466321,"IRF1"
"HSV1",-230,0.274611398963731,"IRF1"
"HSV1",-229,0.404145077720207,"IRF1"
"HSV1",-228,0.253886010362694,"IRF1"
"HSV1",-227,0.383419689119171,"IRF1"
"HSV1",-226,0.38860103626943,"IRF1"
"HSV1",-225,0.290155440414508,"IRF1"
"HSV1",-224,0.321243523316062,"IRF1"
"HSV1",-223,0.27979274611399,"IRF1"
"HSV1",-222,0.310880829015544,"IRF1"
"HSV1",-221,0.274611398963731,"IRF1"
"HSV1",-220,0.373056994818653,"IRF1"
"HSV1",-219,0.253886010362694,"IRF1"
"HSV1",-218,0.33160621761658,"IRF1"
"HSV1",-217,0.27979274611399,"IRF1"
"HSV1",-216,0.238341968911917,"IRF1"
"HSV1",-215,0.316062176165803,"IRF1"
"HSV1",-214,0.238341968911917,"IRF1"
"HSV1",-213,0.27979274611399,"IRF1"
"HSV1",-212,0.336787564766839,"IRF1"
"HSV1",-211,0.22279792746114,"IRF1"
"HSV1",-210,0.33160621761658,"IRF1"
"HSV1",-209,0.336787564766839,"IRF1"
"HSV1",-208,0.367875647668394,"IRF1"
"HSV1",-207,0.352331606217617,"IRF1"
"HSV1",-206,0.341968911917098,"IRF1"
"HSV1",-205,0.326424870466321,"IRF1"
"HSV1",-204,0.264248704663212,"IRF1"
"HSV1",-203,0.248704663212435,"IRF1"
"HSV1",-202,0.367875647668394,"IRF1"
"HSV1",-201,0.404145077720207,"IRF1"
"HSV1",-200,0.316062176165803,"IRF1"
"HSV1",-199,0.300518134715026,"IRF1"
"HSV1",-198,0.300518134715026,"IRF1"
"HSV1",-197,0.27979274611399,"IRF1"
"HSV1",-196,0.440414507772021,"IRF1"
"HSV1",-195,0.27979274611399,"IRF1"
"HSV1",-194,0.259067357512953,"IRF1"
"HSV1",-193,0.404145077720207,"IRF1"
"HSV1",-192,0.326424870466321,"IRF1"
"HSV1",-191,0.378238341968912,"IRF1"
"HSV1",-190,0.33160621761658,"IRF1"
"HSV1",-189,0.310880829015544,"IRF1"
"HSV1",-188,0.357512953367876,"IRF1"
"HSV1",-187,0.284974093264249,"IRF1"
"HSV1",-186,0.305699481865285,"IRF1"
"HSV1",-185,0.310880829015544,"IRF1"
"HSV1",-184,0.352331606217617,"IRF1"
"HSV1",-183,0.33160621761658,"IRF1"
"HSV1",-182,0.274611398963731,"IRF1"
"HSV1",-181,0.284974093264249,"IRF1"
"HSV1",-180,0.383419689119171,"IRF1"
"HSV1",-179,0.336787564766839,"IRF1"
"HSV1",-178,0.341968911917098,"IRF1"
"HSV1",-177,0.378238341968912,"IRF1"
"HSV1",-176,0.357512953367876,"IRF1"
"HSV1",-175,0.326424870466321,"IRF1"
"HSV1",-174,0.347150259067358,"IRF1"
"HSV1",-173,0.357512953367876,"IRF1"
"HSV1",-172,0.341968911917098,"IRF1"
"HSV1",-171,0.362694300518135,"IRF1"
"HSV1",-170,0.347150259067358,"IRF1"
"HSV1",-169,0.435233160621762,"IRF1"
"HSV1",-168,0.259067357512953,"IRF1"
