peak	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
chr1-136685110-136686023	0.000352077487839256	0.881465477889515	0.081	0.042	1
chr16-25058809-25059615	0.000354285353546508	0.614150116324441	0.159	0.099	1
chr17-34304451-34305190	0.000355807087044144	0.939474675227894	0.075	0.037	1
chr4-47313606-47314464	0.000360607946654785	1.06102792120842	0.068	0.032	1
chr1-51789037-51789941	0.000361542674578693	1.09583617375161	0.058	0.027	1
chr13-5804370-5805232	0.000399789356264547	0.710286418881788	0.119	0.071	1
chr4-88515478-88516330	0.000405587994251067	1.02250322861611	0.063	0.03	1
chr8-121898176-121899053	0.00040596369841572	0.774054676464177	0.106	0.06	1
chrX-8145104-8146067	0.000410453106568817	0.621355621094418	0.154	0.097	1
chr12-87407392-87408329	0.000429338411281976	0.836380989223138	0.091	0.049	1
chr11-45806431-45807171	0.000431815882446981	1.12325289945221	0.054	0.023	1
chr19-10305694-10306335	0.000443411286628469	0.787941227702447	0.102	0.056	1
chr11-22813599-22814553	0.000460320575843871	0.759335395309812	0.112	0.062	1
chr13-5888069-5888802	0.000469554761175211	0.603204850598213	0.163	0.104	1
chr1-105800961-105801881	0.000470034318020493	0.841473353052216	0.088	0.048	1
chr7-106644156-106645115	0.000475444627405774	1.12849278493045	0.053	0.024	1
chr7-73568804-73569686	0.000479836798089407	1.04946406450447	0.06	0.028	1
chr12-32795530-32796389	0.000485241318759342	0.970486594237262	0.064	0.033	1
chr17-79176223-79177052	0.000490025807292899	0.979835026561059	0.068	0.033	1
chr4-3574392-3575308	0.000494990021389324	0.573702255511187	0.183	0.121	1
chr1-52118929-52119841	0.000496745587998722	0.47719860897495	0.244	0.172	1
chr11-86581073-86581947	0.00050681794988355	0.639317778748269	0.14	0.086	1
chr1-119480404-119481320	0.000507272246219662	0.935759818767522	0.077	0.038	1
chr11-21223284-21224168	0.000507950909006352	0.828617710742657	0.091	0.05	1
chr5-92368840-92369683	0.000510616858972735	0.791262570716234	0.103	0.057	1
chr7-16973810-16974731	0.000513239127302457	0.698097355334399	0.123	0.073	1
chr2-73526467-73527388	0.000514485813698732	0.896144380733683	0.084	0.044	1
chr12-119376595-119377510	0.000525261320629628	1.04056345743904	0.053	0.026	1
chr6-91116476-91117355	0.000531891942490035	0.444816382606811	0.266	0.195	1
chr3-121723096-121723972	0.000551119106413221	0.692323680419905	0.116	0.071	1
chr13-5713977-5714870	0.000553910781453753	0.830374062432472	0.091	0.049	1
chr5-99214231-99215145	0.000558589909581741	0.61012818330396	0.164	0.102	1
chr2-152741346-152742251	0.000566332985872368	0.7315677906144	0.114	0.065	1
chr9-71166799-71167707	0.000567483630546421	1.27079517041037	0.05	0.019	1
chr4-93550792-93551712	0.000570383273827608	0.776607008218367	0.093	0.054	1
chr5-112266264-112266877	0.000572165951179319	0.75596738591251	0.096	0.058	1
chr13-5605129-5606032	0.000597070600551207	0.970604549512699	0.06	0.03	1
chr9-123935120-123936003	0.000599506273935138	0.719981065815275	0.115	0.067	1
chr1-184048681-184049606	0.000601128074372768	1.01229490881631	0.062	0.03	1
chr14-77343498-77344406	0.00061861981036317	0.744605041574503	0.115	0.064	1
chr18-32067377-32068269	0.000632477207874318	0.44177679150581	0.272	0.198	1
chr11-72301110-72302042	0.000633227442779645	0.822348558134364	0.083	0.048	1
chr14-14970837-14971753	0.000646479281616078	0.895915160196129	0.077	0.04	1
chr5-53451679-53452492	0.000657603323775003	0.957221958514502	0.066	0.032	1
chr9-105458733-105459625	0.000667288493497575	0.651447594451694	0.139	0.083	1
chr16-24193182-24194072	0.000706181905203751	0.876486250413546	0.085	0.044	1
chr2-125603572-125604440	0.000722812587346562	1.00950972342671	0.058	0.029	1
chr12-105970933-105971827	0.000739570947170165	1.13975068401738	0.05	0.023	1
chr12-26459806-26460710	0.000746819592921862	1.0405018396065	0.053	0.026	1
chrX-169978579-169979482	0.000748352931708978	0.373202431684948	0.366	0.283	1
chr17-24657880-24658801	0.000765566786199808	0.938440372464075	0.065	0.032	1
chr2-35978288-35978932	0.000805169022819107	1.08613479708924	0.056	0.025	1
chr13-52635956-52636869	0.000817180981453477	0.705458180575629	0.11	0.064	1
chr17-29053659-29054571	0.000820247630166666	1.07210655244202	0.057	0.025	1
chr9-64914381-64915280	0.00083373240955802	1.07559233670125	0.054	0.025	1
chr5-117158386-117159286	0.000837228036296796	0.622541954058522	0.151	0.093	1
chr1-194775559-194776440	0.000844815469038986	1.04113792372976	0.058	0.027	1
chr12-8432623-8433441	0.000859951838882123	0.817475710022417	0.083	0.046	1
chrX-106135832-106136748	0.00086168313772984	0.821744368422335	0.076	0.042	1
chr5-124582276-124583189	0.000896372878489652	0.934804141938645	0.074	0.035	1
chr2-129359883-129360805	0.000899302861402878	0.690833791473779	0.121	0.073	1
chr5-114897105-114898029	0.00090198074068421	1.09419239126375	0.051	0.024	1
chr8-11463834-11464726	0.00091373505143635	0.687194734870927	0.122	0.074	1
chr1-95322741-95323631	0.000926445032878969	0.807693711154074	0.085	0.046	1
chr1-138158691-138159535	0.000927752558151457	0.996768043657064	0.063	0.03	1
chr12-35799001-35799921	0.000941188327841364	0.705092554653086	0.114	0.069	1
chr9-65537871-65538775	0.000941520029850383	0.872147717209798	0.073	0.037	1
chr2-25695658-25696634	0.000945619387071411	0.997004648351708	0.053	0.026	1
chr2-163587218-163588143	0.000967095961245467	0.747352355049934	0.098	0.058	1
chr15-83562903-83563689	0.000970991187522773	0.927359399820743	0.068	0.035	1
chr11-117830145-117831055	0.00097239279998774	1.10111909393447	0.051	0.022	1
chr13-120299870-120300535	0.00104909856374165	0.777210268339626	0.096	0.053	1
chr1-94053216-94054131	0.00109641632439536	0.973417110278414	0.072	0.035	1
chr11-72945926-72946843	0.00109996237964911	0.77006198046029	0.093	0.052	1
chr10-80663252-80664159	0.00110353269946674	0.858707066298079	0.077	0.041	1
chr5-118404154-118405081	0.00110935984219632	0.789983309046728	0.094	0.052	1
chr12-110498455-110499174	0.00113199325435824	1.01630405759821	0.056	0.027	1
chr7-123397098-123398004	0.00119909043674627	0.811701674888035	0.084	0.047	1
chr6-57580761-57581647	0.00119986644185984	0.637967605397263	0.136	0.084	1
chr7-126235792-126236712	0.00120673345868697	0.734093413084709	0.105	0.063	1
chr15-8037599-8038498	0.00121619900558506	0.955994396206128	0.059	0.03	1
chr11-4873529-4874423	0.00124366839484603	0.806809513677784	0.083	0.047	1
chr19-46901054-46901972	0.00124473649403818	1.04262774858535	0.054	0.025	1
chr11-117968838-117969737	0.00131378439594648	0.36747206222283	0.351	0.259	1
chr5-72844090-72844937	0.00131589621302195	0.752769941619822	0.079	0.046	1
chr17-84509963-84510865	0.0013204302398308	0.912109716864742	0.067	0.034	1
chr17-84508627-84509488	0.00133904803137477	0.986326406359089	0.054	0.026	1
chr18-75324998-75325909	0.00135763418105196	0.776154552057137	0.088	0.05	1
chr2-167926138-167926772	0.00135907517512927	0.782777229806358	0.092	0.051	1
chr7-75822123-75822993	0.00136527127429522	0.917465268104157	0.069	0.034	1
chr4-149171266-149172172	0.00138039999794101	1.04582796569012	0.05	0.023	1
chr6-17642478-17643317	0.00138874082140667	1.04120488250657	0.05	0.023	1
chr4-143288254-143289126	0.00138947379670572	0.973291062031513	0.062	0.031	1
chr10-88440961-88441880	0.00140608266795994	0.900075301133561	0.072	0.036	1
chr13-102127706-102128630	0.00140897042643665	0.811211980422227	0.077	0.042	1
chr10-93049069-93049966	0.00143114001366557	0.964463869817011	0.056	0.027	1
chr17-35997964-35998792	0.00145542647703292	0.588715477114918	0.132	0.086	1
chr1-133128950-133129927	0.00148717733444928	0.806558357575786	0.085	0.045	1
chr10-13832382-13833298	0.00149584469538045	0.94837344001027	0.056	0.028	1
chr16-23992986-23993890	0.00150365394521484	0.735073405030712	0.097	0.056	1
chr17-69222022-69222925	0.00152646069233433	0.840054958136512	0.091	0.047	1
chr12-71885555-71886389	0.00153491203914195	1.03442676071838	0.05	0.024	1
chr11-5789687-5790538	0.00153972986782307	0.707964503981801	0.111	0.066	1
chr17-27027144-27027910	0.00155199165583505	0.940911852656373	0.058	0.03	1
chr5-76047878-76048763	0.00155870047904265	0.90416604372688	0.064	0.034	1
chr13-113012956-113013877	0.00156088473302722	0.930026302947256	0.064	0.033	1
chr2-11441578-11442495	0.00156630041971304	0.541157142387803	0.178	0.114	1
chr5-118574664-118575558	0.00157196770437407	0.774054700184003	0.089	0.05	1
chr5-16552421-16553217	0.00163280631774235	0.814220621988774	0.078	0.044	1
chr4-46885576-46886474	0.0016701241173024	0.887323731453265	0.065	0.034	1
chr16-32395960-32396877	0.00171996902639394	1.01572694671018	0.057	0.027	1
chr19-41442215-41443097	0.0017599002832472	0.668063066283826	0.107	0.067	1
chr7-139984258-139985170	0.00176336821119276	0.874391544015058	0.064	0.034	1
chr15-25377228-25378133	0.00176659175100195	0.764918605334453	0.1	0.055	1
chr2-120099658-120100558	0.00177713245895119	0.650922596900236	0.129	0.078	1
chr6-31065184-31066070	0.00179985891889694	0.685099823079241	0.096	0.059	1
chr2-140394901-140395785	0.00181198098981684	0.735994371028243	0.088	0.052	1
chr12-98282945-98283812	0.00182781220384733	0.751405476770112	0.088	0.051	1
chr9-64793952-64794915	0.0018358860952219	0.871893281720928	0.067	0.035	1
chr6-40594644-40595559	0.00187774203520341	0.78635525882897	0.076	0.044	1
chr18-75740334-75741238	0.00188580030780316	0.950942729615389	0.054	0.027	1
chr7-25006409-25007241	0.00189337655939262	0.857395981650468	0.069	0.036	1
chr17-34347449-34348367	0.00189578077112313	0.627705055382358	0.13	0.081	1
chr17-23804566-23805372	0.00190650648919403	0.894767108031985	0.06	0.033	1
chr2-13413243-13414171	0.00191836670089415	0.832903452186636	0.076	0.04	1
chr13-89888798-89889702	0.00191894289618952	0.752916737975888	0.088	0.051	1
chr16-76336641-76337558	0.00192463234042462	0.840784287770423	0.075	0.04	1
chr15-6340101-6340838	0.00193326588704134	0.948819893377877	0.051	0.026	1
chr7-13022766-13023482	0.00195889178734775	0.613618143468943	0.13	0.082	1
chr6-93962096-93963013	0.00196744328692386	0.76901070251447	0.086	0.048	1
chr19-12005384-12006229	0.00198828634412382	0.56318107103358	0.149	0.097	1
chr1-36303117-36304066	0.00201449571636068	0.854767890907365	0.063	0.034	1
chr16-90385524-90386481	0.00204921402923633	0.77003840592238	0.085	0.05	1
chr15-100460833-100461455	0.00207484735202658	0.728816370244445	0.096	0.055	1
chr11-48870931-48871704	0.00207537157814794	0.677417940770646	0.109	0.064	1
chr13-21811463-21812242	0.00207714857303837	0.919779931024135	0.062	0.031	1
chr6-30275170-30276073	0.00207997502076227	0.837056144472551	0.072	0.04	1
chr7-46846777-46847560	0.00209956641258226	0.995915962868942	0.051	0.025	1
chr19-47461242-47462138	0.00210133136308712	0.91616261909883	0.058	0.03	1
chr6-37143553-37144422	0.00211476173234722	0.699423376816882	0.097	0.059	1
chr6-87810427-87811140	0.0021194634644404	0.697561968662241	0.103	0.061	1
chr7-58686339-58687249	0.00213666171654592	0.869853998532867	0.075	0.039	1
chr1-79759732-79760591	0.0021427807082923	0.994402643828656	0.05	0.025	1
chr5-115491587-115492494	0.00216345442968417	0.953608175676337	0.053	0.027	1
chr5-114854864-114855851	0.0021733622589285	0.862724871627426	0.06	0.033	1
chr3-144579745-144580653	0.00217802323876633	0.925704592151792	0.059	0.03	1
chr3-116189156-116190059	0.0021800356754005	0.958179318076867	0.063	0.03	1
chr3-37313399-37314095	0.00219052455461275	0.937393859672528	0.062	0.03	1
chr16-30599250-30600176	0.00225102787073302	0.54429438220004	0.167	0.108	1
chr17-83850344-83851231	0.00227802424462353	0.650246628722673	0.114	0.068	1
chr17-69180916-69181830	0.00228304215760774	0.725414757066253	0.093	0.053	1
chr9-20521024-20521949	0.00229209848339719	0.606937829055904	0.117	0.076	1
chr13-40943790-40944707	0.00229495325076485	0.745180002649034	0.086	0.051	1
chr8-110721156-110722064	0.00229575559979232	0.769815949007833	0.081	0.046	1
chr1-87554749-87555679	0.00232476129645585	0.891331753157238	0.058	0.031	1
chr5-77357557-77358326	0.00232906083505353	0.974211889490799	0.056	0.026	1
chr11-95521533-95522244	0.00234199255974204	0.924896421708086	0.062	0.031	1
chr9-96399155-96400080	0.00236777062594169	0.819239673918326	0.067	0.037	1
chr11-17008221-17009139	0.00239996719435513	0.414010457252337	0.27	0.192	1
chr1-167000440-167001278	0.00241157049292062	0.960301709751898	0.057	0.028	1
chr17-27824597-27825342	0.00241805885891335	0.811524248390286	0.072	0.039	1
chr9-21852226-21853148	0.00242451592726484	0.480130391838851	0.191	0.129	1
chr18-78048183-78049079	0.00245550902482161	0.911731549887193	0.055	0.027	1
chr1-54448606-54449527	0.00245604636530997	0.936361235477602	0.056	0.027	1
chr17-24166684-24167614	0.00246781037930154	0.717581862507564	0.092	0.054	1
chr7-74683692-74684614	0.00253262172482289	0.976987728500904	0.055	0.027	1
chr1-136465856-136466750	0.0025423084973926	0.608087834460236	0.136	0.084	1
chr11-107235230-107236129	0.00256530434176539	0.730428230469447	0.089	0.051	1
chr6-87541763-87542605	0.00257856633677562	0.514773018141207	0.181	0.123	1
chr13-95494546-95495478	0.00259448468663542	0.865182137555868	0.06	0.033	1
chr8-125116367-125117353	0.00261906801244874	0.669743142695666	0.111	0.067	1
chr9-121924702-121925624	0.00262703232735962	0.834848865541767	0.066	0.036	1
chr18-15201483-15202002	0.00266236819557937	0.714127572548687	0.098	0.057	1
chr13-51742429-51743274	0.00266458233661966	0.727813292355994	0.078	0.046	1
chr7-106651565-106652472	0.00266939045908199	0.860026646291189	0.068	0.036	1
chr2-156258117-156259055	0.00267660154297082	0.858122302096975	0.067	0.035	1
chr5-138256848-138257613	0.00269244514277988	0.755555340919918	0.089	0.052	1
chrX-169980663-169981524	0.00272733623357447	0.427189189738438	0.255	0.184	1
chr11-119391802-119392532	0.0027340211132383	0.872073963096573	0.066	0.035	1
chr17-34291326-34292224	0.00277546051864574	0.723950634923883	0.093	0.054	1
chr5-35102852-35103768	0.0027982682412118	0.956821882545668	0.05	0.026	1
chr11-115190317-115191093	0.00280716819287109	0.745797675974003	0.083	0.048	1
chr11-69123950-69124505	0.0028207854249774	0.54637375157999	0.163	0.106	1
chr4-56757161-56758050	0.00283382763223474	0.698302960334852	0.094	0.056	1
chr2-16491107-16491877	0.00287014381705182	0.882711411826358	0.06	0.031	1
chr6-95111805-95112727	0.0028961766035938	0.674426790363869	0.1	0.061	1
chr3-55353313-55353672	0.00296342649233713	0.924783930764708	0.055	0.028	1
chr15-98761880-98762458	0.00296460851251581	0.841947120531007	0.067	0.036	1
chr17-27571077-27571978	0.00303807196948716	0.754193799157183	0.086	0.049	1
chr9-13835006-13835911	0.00305656238322801	0.602808963778061	0.116	0.077	1
chr15-64018195-64019101	0.00306768194805334	0.977421446437029	0.053	0.026	1
chr15-76251448-76252347	0.00309155397839885	0.954504155681339	0.053	0.026	1
chr13-37337079-37337986	0.00310832906318728	0.951287985777913	0.063	0.031	1
chr14-54770249-54771009	0.00318443828342684	0.880889694401634	0.065	0.033	1
chr9-45298956-45299931	0.00319727272835156	0.516832296710934	0.161	0.11	1
chr17-23653893-23654860	0.00320212316025667	0.815968436745219	0.083	0.044	1
chr1-16617489-16618235	0.00323519600370664	0.953333812326716	0.05	0.025	1
chr9-44175482-44176437	0.00330638729256447	0.868976640604373	0.057	0.03	1
chr7-104299668-104300595	0.00334339667026968	0.963646960919794	0.053	0.026	1
chr17-34003205-34004110	0.00334663805130359	0.97452597778864	0.05	0.025	1
chr3-133332016-133332933	0.00334879663564958	0.820337508285646	0.06	0.033	1
chr11-69008025-69008939	0.00334999403469624	0.65793255409834	0.106	0.065	1
chr2-30544788-30545709	0.00340972673519241	0.799037450523671	0.068	0.037	1
chr2-170321684-170322435	0.00342909574933364	0.755114948090778	0.082	0.048	1
chr6-116013602-116014395	0.00343676558803573	0.861073056116007	0.056	0.031	1
chr12-69447177-69447805	0.00344340401366316	0.551441503621633	0.133	0.089	1
chr2-130730523-130731400	0.00344516921788369	0.929665597275226	0.051	0.026	1
chr11-19919984-19920852	0.00348727169466214	0.532669382507272	0.155	0.101	1
chr2-128947924-128948826	0.00353609729120217	0.934442397899521	0.054	0.026	1
chr6-128408261-128409159	0.00353691210212077	0.898377495089874	0.063	0.031	1
chr4-120006495-120007199	0.00357591794658803	0.971782140592525	0.05	0.024	1
chr6-114364371-114365250	0.00360116323316705	0.926769327061075	0.05	0.026	1
chr9-121285663-121286578	0.00360471394161699	0.650288515565704	0.107	0.064	1
chr18-4256247-4257135	0.00364437475734189	0.859202482563717	0.063	0.033	1
chr2-167764877-167765814	0.00365954193091892	1.00663453654419	0.05	0.023	1
chr2-75763040-75763959	0.00366716817825176	0.803043068916831	0.069	0.039	1
chr1-131083878-131084767	0.00370229512609058	0.591811624894195	0.139	0.085	1
chr6-90737182-90738041	0.00374618100429604	0.58402430067312	0.119	0.076	1
chr5-73547966-73548884	0.00377261579523251	0.89736945019398	0.062	0.032	1
chr15-6080695-6081543	0.00378759763014929	0.889688030095596	0.058	0.03	1
chr1-176818561-176819481	0.00379049813661478	0.745362112927267	0.079	0.046	1
chr19-29940032-29940941	0.0038064870776516	0.705107375121017	0.086	0.052	1
chr18-24245630-24246565	0.00380986235498878	0.670084264521368	0.097	0.06	1
chr2-9989460-9990345	0.00381883014168054	0.895555573738974	0.063	0.033	1
chr16-30257564-30258495	0.0038268584689565	0.821594319147838	0.068	0.036	1
chr16-85800712-85801516	0.00383979221830028	0.716749307249774	0.095	0.055	1
chr5-147747752-147748679	0.00385808959901905	0.876580485595963	0.054	0.029	1
chr7-127295807-127296736	0.00386429563754143	0.950982923355603	0.051	0.025	1
chr12-73964057-73964954	0.00386563638743673	0.443183393497875	0.202	0.145	1
chr11-26586302-26587207	0.00387077346292361	0.874273419637249	0.067	0.035	1
chr11-96311260-96312184	0.0038996028642391	0.787617895805077	0.066	0.037	1
chr11-55007940-55008856	0.00391530738585078	0.824856187969809	0.059	0.032	1
chr16-91455602-91456548	0.00394927931835339	0.806779089532621	0.067	0.04	1
chr10-100032368-100033255	0.00395696591563235	0.812002875162129	0.069	0.037	1
