Region	Gene	importance_R2G	rho_R2G	importance_x_rho	importance_x_abs_rho	TF	is_extended	eRegulon_name	Gene_signature_name	Region_signature_name	importance_TF2G	regulation	rho_TF2G	triplet_rank
chr12:26459981-26460481	Rsad2	0.2071053257552358	0.1145600452573922	0.0237259954915667	0.0237259954915667	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	4.088027221219057	1	0.1498917579408598	104
chr11:83039116-83039616	Slfn1	0.1119479222896557	0.1035160982324321	0.0115884121206526	0.0115884121206526	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.9143991802989977	1	0.0516835683856214	2228
chr11:20158852-20159352	Actr2	0.0621030610063034	0.0653598245899209	0.0040590451738691	0.0040590451738691	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.4677888962543542	1	0.0858127517244835	9610
chr5:100466632-100467132	Plac8	0.0626116700410788	0.0545357116626602	0.0034145719840778	0.0034145719840778	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.314041106163112	1	0.0883351232003995	7589
chr16:3706618-3707118	Mefv	0.1723575775587484	0.0645392940587956	0.0111238363813257	0.0111238363813257	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.6205818117855098	1	0.0562268939348228	1025
chr9:59659463-59659963	Pkm	0.1086362818067993	0.0574796437892012	0.0062443747808381	0.0062443747808381	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.5329945294466254	1	0.0885469685747374	6727
chr13:19622696-19623196	Gpr141	0.138551885404711	0.0945344623183604	0.0130979279899294	0.0130979279899294	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.4841925894534049	1	0.0714389895247729	4542
chr5:121388904-121389404	Trafd1	0.0456613297702551	0.0725039570166382	0.0033106270909851	0.0033106270909851	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.5290378035857681	1	0.0857629136571243	10378
chr5:121462058-121462558	Trafd1	0.0151520828284296	0.0586067191691876	0.000888013863154	0.000888013863154	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.5290378035857681	1	0.0857629136571243	10600
chr19:36348697-36349197	Pcgf5	0.112468473531447	0.0744744598581916	0.0083760288173298	0.0083760288173298	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.5004426403044937	1	0.0713526502906373	2020
chr12:55488654-55489154	Nfkbia	0.0535410106311138	0.0732981085655605	0.0039244548099492	0.0039244548099492	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.6176446245269275	1	0.0854305855460429	2716
chr11:68782361-68782861	Ndel1	0.1561814223850205	0.0637758383956169	0.0099606011544246	0.0099606011544246	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.4945695896079412	1	0.0860152591026283	827
chr19:11559569-11560069	Ms4a4c	0.0392926716695923	0.1205289927946463	0.0047359061405466	0.0047359061405466	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.1437312224135174	1	0.1051593312729131	6698
chr5:92368474-92368974	Cxcl9	0.0368649658527085	0.0794034269559961	0.0029272046233208	0.0029272046233208	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.8892182862047175	1	0.0758924652189202	8413
chr10:34198005-34198505	Calhm6	0.0398268026055542	0.0542802146790053	0.0021618073954078	0.0021618073954078	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	2.768414027476993	1	0.0748077272357826	5454
chr11:70467759-70468259	Cxcl16	0.058510744068582	0.079519320758292	0.0046527346253959	0.0046527346253959	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.5152626970282084	1	0.0666467831194368	8921
chr17:57112813-57113313	C3	0.0156854254255806	0.0789798296360838	0.0012388322278818	0.0012388322278818	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.5480415257645253	1	0.0743540429632528	5910
chr5:92368474-92368974	Cxcl10	0.0690573758198161	0.0834423357210959	0.0057623087371749	0.0057623087371749	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	2.993573566250325	1	0.0869049774189246	1944
chr10:117301663-117302163	Lyz2	0.1648360089653786	0.187235785115614	0.030863199553957	0.030863199553957	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.4041487830985022	1	0.0865804586504598	400
chr15:50820120-50820620	Trps1	0.0669900624058391	0.1303168449786085	0.008729933577649	0.008729933577649	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.1245726097447886	1	0.1025380477566415	7288
chr3:142561271-142561771	Gbp3	0.1382444290244909	0.079853108337205	0.0110392473679077	0.0110392473679077	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.8531012262653132	1	0.0800831498684246	3138
chr5:92332371-92332871	Cxcl10	0.0196581852464006	0.0832205615389377	0.0016359652150419	0.0016359652150419	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	2.993573566250325	1	0.0869049774189246	6063
chr17:28967172-28967672	Srsf3	0.0417476525369004	0.0511675079870455	0.0021361233446222	0.0021361233446222	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.7196330954297439	1	0.0928735420131563	7482
chr10:88356885-88357385	Dram1	0.0974803167206979	0.1147944130969935	0.0111901957464615	0.0111901957464615	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.7169710531753121	1	0.0679605368642363	2530
chr15:50819615-50820115	Trps1	0.0671978726121787	0.2614015125418466	0.0175656255404178	0.0175656255404178	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.1245726097447886	1	0.1025380477566415	3099
chr19:11431130-11431630	Ms4a4c	0.0520355515249942	0.1127905392361518	0.0058691179159546	0.0058691179159546	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.1437312224135174	1	0.1051593312729131	3537
chr11:117989649-117990149	Socs3	0.0684416707265226	0.0791076351749906	0.0054142587186005	0.0054142587186005	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.2270771375624203	1	0.0874363029691292	8482
chr12:84762550-84763050	Npc2	0.112286789482324	0.0587772457257558	0.0065999082171587	0.0065999082171587	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.8828054938453469	1	0.1054986589503653	4744
chr19:11559569-11560069	Ms4a6d	0.1129484639729976	0.0722564387085817	0.0081612537642933	0.0081612537642933	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.6593090681049201	1	0.0673431004479187	3451
chr3:142561271-142561771	Gbp2	0.1706888481766772	0.1440494409258478	0.0245876331521272	0.0245876331521272	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.55258855630552	1	0.1119087350655179	2248
chr2:103906506-103907006	Caprin1	0.0770223603626856	0.0523951596630924	0.0040355988688311	0.0040355988688311	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.6540381714782815	1	0.0790516608396953	755
chr15:67116621-67117121	St3gal1	0.1437547740762255	0.05810430834122	0.0083527717184474	0.0083527717184474	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	2.5842357700358747	1	0.0524299587192783	1209
chr2:77280865-77281365	Sestd1	0.1995232058660236	0.0963798043058518	0.0192300075358435	0.0192300075358435	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.7382816976774473	1	0.0582047230229796	1628
chr19:11464806-11465306	Ms4a6c	0.0450256758366548	0.1563326988755234	0.0070389854222386	0.0070389854222386	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.9184612831168116	1	0.0975126806590912	5061
chr14:102911483-102911983	Acod1	0.045676880793937	0.0578953942278385	0.0026444810206629	0.0026444810206629	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.4039135952061264	1	0.1490914156658974	3155
chr15:50779424-50779924	Trps1	0.0714645831191967	0.2988268641088131	0.0213555372683531	0.0213555372683531	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.1245726097447886	1	0.1025380477566415	3261
chr10:62503909-62504409	Srgn	0.0778880667944065	0.1194209975107872	0.0093014706307748	0.0093014706307748	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.6052693988048108	1	0.1122978261980929	8537
chr2:103583219-103583719	Abtb2	0.0118286948253458	0.0595110124089847	0.0007039376045332	0.0007039376045332	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	2.3732527083956265	1	0.0604689984503497	4092
chr4:132982951-132983451	Fgr	0.041880139031392	0.0622214970340229	0.0026058449465262	0.0026058449465262	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.4842435124450072	1	0.0638280756111588	5982
chr5:92332371-92332871	Cxcl9	0.0434425254092466	0.0610500389899943	0.0026521678700583	0.0026521678700583	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.8892182862047175	1	0.0758924652189202	7621
chr19:11513635-11514135	Ms4a6d	0.146884807094887	0.0916916427216722	0.0134681092533861	0.0134681092533861	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.6593090681049201	1	0.0673431004479187	3419
chr11:83039116-83039616	Slfn9	0.0499993589499484	0.0772619527022612	0.0038630481063342	0.0038630481063342	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	3.5508569716590777	1	0.060990910705986	1735
chr19:11513635-11514135	Ms4a4c	0.0366696563151253	0.1035174011443295	0.0037959475225975	0.0037959475225975	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.1437312224135174	1	0.1051593312729131	8177
chr3:127769095-127769595	Fam241a	0.0492219019362054	0.0555256880393119	0.0027330799716113	0.0027330799716113	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.7017259993565638	1	0.0646602004518049	9728
chr6:129471257-129471757	Clec12a	0.0829651458100088	0.1490054656777216	0.0123622601864404	0.0123622601864404	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.091977338892986	1	0.0528994668627905	1693
chr19:11431130-11431630	Ms4a14	0.0605870275813841	0.1162416423039586	0.0070427355883753	0.0070427355883753	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.0461232972347372	1	0.0638049835463912	3287
chr18:36193610-36194110	Nrg2	0.0377031335210784	0.1309001970860077	0.0049353476086692	0.0049353476086692	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.7880660308534092	1	0.0636472738074205	4836
chr19:11513635-11514135	Ms4a6c	0.0653354037740071	0.1328700910863305	0.0086811210506145	0.0086811210506145	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.9184612831168116	1	0.0975126806590912	7888
chr2:24345051-24345551	Il1rn	0.0914339992393904	0.0566900419342547	0.0051833972510976	0.0051833972510976	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	2.9737730032694074	1	0.1352812286787066	456
chr19:11559569-11560069	Ms4a6c	0.0875395924079241	0.1517584795151556	0.013284875441203	0.013284875441203	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.9184612831168116	1	0.0975126806590912	4178
chr19:11464806-11465306	Ms4a4c	0.0463607374576554	0.1201101853095027	0.0055683967671242	0.0055683967671242	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.1437312224135174	1	0.1051593312729131	4504
chr11:83039116-83039616	Slfn5	0.1048817477769537	0.2046112308374965	0.0214599835050303	0.0214599835050303	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	1.8920977818200004	1	0.1165010043067085	2479
chr16:35776608-35777108	Parp14	0.1212624120400624	0.1153383749684333	0.0139862095494533	0.0139862095494533	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.7164029367955064	1	0.1117837866493092	4717
chr2:44274493-44274993	Arhgap15	0.192888702759008	0.4034704123690547	0.077824884443509	0.077824884443509	Cebpb	True	Cebpb_extended_+/+	Cebpb_extended_+/+_(46g)	Cebpb_extended_+/+_(52r)	0.9829419177506808	1	0.0913672290653777	1167
chr7:31041786-31042286	Lsr	0.0102778021219924	0.0620847258334203	0.000638094526914	0.000638094526914	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	1.8509602058174797	1	0.4369278672462416	6901
chr12:108422886-108423386	Eml1	0.056116855122821	0.0536308633649328	0.0030095953895617	0.0030095953895617	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.338906644338002	1	0.2709644597134249	6141
chr10:12963409-12963909	Utrn	0.0327941068853532	0.0750236736749698	0.0024603343734288	0.0024603343734288	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.3079587572909603	1	0.3273676408250689	3382
chr5:77265119-77265619	Igfbp7	0.0576609733142157	0.0881149968928717	0.005080796484422	0.005080796484422	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.844395251391831	1	0.3415864226890459	4175
chr9:71667597-71668097	Cgnl1	0.0202849755023546	0.0560293252391378	0.0011365534898893	0.0011365534898893	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.383805325434726	1	0.6141978525581883	5069
chr3:131208448-131208948	Lef1	0.0500184610652539	0.1723210191131856	0.0086192321852377	0.0086192321852377	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	4.422473847125068	1	0.39663989317253	2661
chr4:48473242-48473742	Tmeff1	0.3035117352384466	0.0632785380591358	0.0192057788896804	0.0192057788896804	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	1.878348835555252	1	0.4102315857167715	238
chr7:19628602-19629102	Bcam	0.0195847424649512	0.0673415659438132	0.0013188672261961	0.0013188672261961	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.020902669384325	1	0.5053645529706265	8760
chr2:164879570-164880070	Pltp	0.0327261926680998	0.099536864242206	0.0032574625967689	0.0032574625967689	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.428507759629735	1	0.3702871098425507	8635
chr4:94739106-94739606	Tek	0.1110168811063287	0.1545783969713069	0.0171608115181704	0.0171608115181704	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.4522320329570624	1	0.3274046137252223	2538
chr4:136189833-136190333	Id3	0.0135582166434787	0.0789461473153552	0.0010703689684695	0.0010703689684695	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	5.162408872056631	1	0.3424362138253274	2152
chr2:65238406-65238906	Cobll1	0.2026782948834262	0.1261557821467306	0.0255690388151843	0.0255690388151843	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	7.300818262923305	1	0.3936931155247187	18
chr9:69455356-69455856	Anxa2	0.0733046184712682	0.0888416908813432	0.0065125062543992	0.0065125062543992	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	4.484526157919239	1	0.2488404506756913	658
chr5:77286543-77287043	Igfbp7	0.0231048211354906	0.0652875709735308	0.001508457649714	0.001508457649714	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.844395251391831	1	0.3415864226890459	8405
chr15:102247480-102247980	Tns2	0.0419718012192726	0.0741728192841503	0.0031131668268673	0.0031131668268673	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.3346013687472835	1	0.4260062903160869	2618
chr3:90433239-90433739	S100a16	0.1069816388641911	0.0546193487590618	0.0058432674439392	0.0058432674439392	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	6.916973189355965	1	0.40933751120848	173
chr15:97825051-97825551	Rapgef3	0.0462691568856876	0.073291762123708	0.0033911480401303	0.0033911480401303	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.3844561993031643	1	0.4526393096135501	4982
chr7:27330749-27331249	Ltbp4	0.0507462910436848	0.0845256370521209	0.0042893625784998	0.0042893625784998	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.177883546174508	1	0.2805872589227922	4699
chr9:61946636-61947136	Paqr5	0.0758346796985268	0.0812423373858947	0.0061609866336189	0.0061609866336189	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.0880846300860494	1	0.2175386575120041	3697
chr14:31232320-31232820	Sema3g	0.0116513351773141	0.0694824089954358	0.000809562836133	0.000809562836133	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	4.312945047841654	1	0.5337703452862788	4054
chr2:181381802-181382302	Zbtb46	0.0524096412937337	0.0865533968618196	0.0045362324822821	0.0045362324822821	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	5.008920488691572	1	0.2729203702429287	1247
chr2:181243863-181244363	Zbtb46	0.0256906317548136	0.0593338113812202	0.0015243230988045	0.0015243230988045	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	5.008920488691572	1	0.2729203702429287	2527
chr7:141215447-141215947	Eps8l2	0.0166979857285524	0.0751842239927905	0.0012554250992439	0.0012554250992439	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	5.194280734335493	1	0.5325602531410327	1728
chr4:137920324-137920824	Alpl	0.0102370732482321	0.2021780229961733	0.0020697112305945	0.0020697112305945	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.455458512481113	1	0.5859728948979804	5265
chr15:76204117-76204617	Plec	0.0312231269676376	0.1365681450449312	0.0042640845324726	0.0042640845324726	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	4.981094650995471	1	0.4425431418289051	973
chr11:44470324-44470824	Ebf1	0.0147374798143163	0.10663608418391	0.0015715471381381	0.0015715471381381	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.514514503593896	1	0.3902453709766776	486
chr11:30183153-30183653	Sptbn1	0.1391332681768818	0.1326524400052469	0.0184563675095677	0.0184563675095677	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.176435532632095	1	0.5146668332604029	1510
chr3:8667847-8668347	Stmn2	0.0842409381513563	0.064050763872027	0.0053956964378905	0.0053956964378905	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.396805252346573	1	0.5928561176520323	1464
chr6:8648368-8648868	Ica1	0.0366262377308766	0.0682998510642727	0.0025015665820635	0.0025015665820635	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	1.845978557122323	1	0.0732439617048665	8665
chr7:141413971-141414471	Eps8l2	0.0371392551821771	0.0665401205370128	0.0024712505164769	0.0024712505164769	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	5.194280734335493	1	0.5325602531410327	1800
chr7:30880121-30880621	Lsr	0.0244340727433653	0.0587954264050428	0.0014366117257579	0.0014366117257579	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	1.8509602058174797	1	0.4369278672462416	7707
chr9:71485692-71486192	Cgnl1	0.4431378247037998	0.0702994747545808	0.0311523563205646	0.0311523563205646	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.383805325434726	1	0.6141978525581883	23
chr4:118446176-118446676	Tie1	0.0636608418247184	0.0645754915308123	0.0041109301520964	0.0041109301520964	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	4.176547123191302	1	0.2710895311308022	2641
chr15:97825051-97825551	Hdac7	0.0330311850414076	0.0887949627491585	0.0029330028453123	0.0029330028453123	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.1505481092540726	1	0.2030966263748181	6314
chr5:24384462-24384962	Nos3	0.0381439450279226	0.0567078871204332	0.0021630625289714	0.0021630625289714	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.4103127785274805	1	0.3415990915553162	4708
chr7:30973518-30974018	Fxyd5	0.0392251071616608	0.07670853966738	0.0030089006886674	0.0030089006886674	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.691789619559744	1	0.1879841495704348	5148
chr6:72550660-72551160	Tcf7l1	0.0094565888483832	0.0656515761033139	0.0006208399624573	0.0006208399624573	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.505517079868403	1	0.1850493983881411	4298
chr5:24348025-24348525	Nos3	0.0279403085569701	0.0548377907050425	0.0015321847928814	0.0015321847928814	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	2.4103127785274805	1	0.3415990915553162	5545
chr13:31830289-31830789	Foxc1	0.0254439154437969	0.1000056649438372	0.0025445356827316	0.0025445356827316	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	4.515289102972579	1	0.3502864257162171	3998
chr9:61965546-61966046	Paqr5	0.1114783392972196	0.085924432662892	0.0095787130583149	0.0095787130583149	Erg	True	Erg_extended_+/+	Erg_extended_+/+_(120g)	Erg_extended_+/+_(281r)	3.0880846300860494	1	0.2175386575120041	1475
